"","hhidpn","wave","tot_finw","income","age","female","hi_school","college","married","if_child","empl","selfempl","socladder"
"497",12235040,12,147588.39,57631.6009854921,70.999999,1,1,0,1,1,0,0,3
"33910",501362020,8,1.2837847,236216.321486505,50,1,1,0,1,1,1,0,7
"41532",533316020,12,1639.871,31900.9443578403,54.000001,0,1,0,0,1,0,0,1
"13290",57244020,11,3381.7651,73454.9607979352,78.000002,1,0,0,0,1,0,0,4
"17487",82390010,11,1.1272551,17990.9925071946,71.999998,0,0,0,1,1,0,0,8
"40133",527426020,13,20488.521,291152.670721494,60,1,1,0,1,1,1,0,6
"6255",35425010,9,123814.03,88395.9718515938,73.000002,0,0,0,1,1,0,0,4
"26156",203879020,8,295270.5,94167.0438392105,85,0,1,0,1,1,0,0,6
"41081",530591020,14,255608.67,340149.226523609,55.999999,1,1,0,1,1,1,0,7
"43821",907828010,15,22000,35999.9878524009,66.999998,1,1,0,0,1,0,0,6
"16942",80075020,13,43672.902,103872.507094122,78.000002,1,1,0,0,1,0,0,7
"11091",50132030,9,7212.4678,74913.5171486876,79.000001,0,1,0,1,1,0,0,7
"10097",47295020,8,115797.38,174173.66431745,70.999999,1,1,0,1,1,0,0,8
"39618",526132010,15,1,152567.999938291,64.000001,1,1,0,1,1,0,0,7
"3724",21928010,14,1137355.5,219798.718613309,83.000002,0,0,1,1,1,0,1,6
"24046",177842010,10,89017.617,127347.386475886,65.999999,1,1,0,1,1,0,0,7
"14024",60675010,10,1.1869016,31523.5745686844,73.000002,0,1,0,0,1,0,0,7
"24624",184921020,15,5000,288599.970064196,78.000002,0,0,1,1,1,0,0,8
"11132",50173010,9,1.202078,69787.8642014357,68.000002,0,1,0,1,1,0,0,8
"11978",52188040,12,142122.16,1287670.16513935,68.000002,0,1,0,1,1,1,0,8
"30166",213236010,9,84145.461,73163.2840332088,83.999996,0,1,0,1,1,0,0,5
"42230",536403010,12,1.0932473,85446.0457075958,55,0,1,0,0,1,1,0,4
"28033",210679010,12,13118.968,19625.9749895379,83.999996,1,0,0,0,1,0,0,6
"44230",910771010,12,1.0932473,52213.4935285964,54.000001,1,0,0,1,1,0,0,7
"8587",42529020,10,249249.33,88780.2053218181,70,0,1,0,1,1,1,0,7
"36391",502349010,12,546.62366,135562.65576744,60,0,1,0,1,1,0,1,7
"40064",527243020,13,1.0783433,237313.238872336,55,1,1,0,0,1,1,0,4
"41188",531145010,12,49196.129,41594.9316891352,65,1,1,0,0,1,0,0,8
"34871",501723011,12,1.0932473,11352.2752107141,59.000001,0,0,0,0,0,0,0,6
"2633",18679010,11,1.1272551,40245.2763089305,73.000002,1,1,0,0,1,1,0,4
"33834",501331010,15,30000,136047.944309003,65.999999,1,1,0,1,1,1,0,6
"43183",904123010,10,71214.094,679382.665076954,55,0,0,1,0,1,1,0,9
"19491",112435020,8,25675.695,160072.51735999,61.999998,1,1,0,1,1,0,0,5
"43089",903685010,12,1.0932473,18366.5599434021,60,0,1,0,0,1,0,0,4
"13758",59939011,10,132932.97,85407.4292669377,75.999999,0,1,0,1,1,0,0,4
"4977",30701010,8,8344.6006,66551.4130671213,75,1,0,1,0,1,0,0,6
"8618",42645020,9,75730.914,76711.8380312467,70,1,1,0,1,1,0,0,5
"44317",911249010,13,1.0783433,78020.2570537249,60,1,1,0,0,1,0,0,5
"31444",500407020,8,28885.156,203541.497726012,56.999998,1,0,1,1,1,1,0,6
"12849",55012030,11,3381.7651,107017.086720618,83.000002,0,0,1,0,1,0,1,8
"17587",82729010,11,13527.061,195258.630466823,74.000001,0,1,0,1,1,0,0,8
"25060",200506010,9,93762.086,79625.6375815872,86.000004,0,1,0,0,1,0,0,6
"38691",523768020,14,10.306802,43700.8350645277,60.999999,0,0,0,0,1,0,0,5
"24015",177553020,10,41541.555,541701.710568311,51.999998,1,0,1,1,1,0,1,9
"18522",85590010,15,1,33719.9894705177,83.000002,1,1,0,0,1,0,0,8
"15303",74459010,8,652162.63,158809.253707703,71.999998,1,0,1,1,1,0,1,7
"32058",500623020,13,2695.8582,87595.9727802541,65,0,1,0,1,1,0,0,5
"30809",500155010,12,1.0932473,21108.4143607719,61.999998,1,0,0,0,1,0,0,5
"5186",31815030,9,3606.2339,44428.7912619643,65.999999,1,1,0,0,1,0,0,3
"30226",213326010,9,72.12468,28849.8831397698,83.000002,1,0,0,0,1,0,0,2
"31403",500387011,14,309047.31,121160.358495747,66.999998,0,1,0,1,1,0,0,9
"41250",531602010,11,112.72551,90180.4401671023,56.999998,1,1,0,0,1,1,0,2
"13512",58405010,8,128.37848,46216.2598445413,64.000001,1,1,0,0,1,1,0,7
"3509",21350040,13,1.0783433,133542.052491048,66.999998,1,1,0,1,1,0,0,7
"35182",501843011,15,30000,156440.063991105,70,1,1,0,0,1,0,0,8
"26909",205844010,8,64189.234,38598.2677306637,81.999998,1,1,0,0,1,0,0,7
"37115",502635020,9,36062.34,312540.302704138,54.000001,1,0,1,1,1,1,0,7
"12912",55388010,9,75730.914,79029.4220288426,70.999999,0,0,1,0,1,0,0,7
"29441",212482010,9,168290.92,75500.1351069427,79.000001,1,1,0,1,1,0,0,7
"34662",501656020,13,1.0783433,236372.938423958,60.999999,1,1,0,1,1,1,0,6
"18142",84399011,8,38770.297,56445.426553619,73.000002,0,0,0,1,1,0,0,7
"8637",42704040,11,1.1272551,28893.8003939688,63.000002,1,1,0,0,1,0,0,4
"37828",521318010,10,1.1869016,284856.284321715,53.000002,0,1,0,0,0,1,0,7
"10966",49504020,8,57770.313,281344.089597671,65,1,0,1,1,1,0,0,8
"31911",500578010,8,1.2837847,36973.0069046674,56.999998,0,1,0,1,1,0,0,5
"18749",86345030,10,1.1869016,66865.3039377513,61.999998,1,1,0,1,1,0,0,2
"7434",39101010,9,1.202078,88646.0243246504,68.000002,1,0,0,1,1,0,0,7
"45344",918099010,14,1.0306802,426701.713392989,61.999998,0,0,1,1,1,1,0,8
"20091",118444011,15,1,22943.9953032935,54.000001,1,1,0,0,1,0,0,6
"45188",916991020,14,6184.0811,207743.924920819,58.000002,0,1,0,1,1,1,0,8
"13584",58888040,8,10270.277,244447.870050315,63.000002,1,0,1,1,1,0,0,9
"32153",500667020,12,131189.67,35.0124725030714,60.999999,1,1,0,0,1,0,0,5
"38630",523539010,15,120000,207794.055339833,65.999999,1,0,1,0,0,0,0,7
"4044",22589010,11,4509.0205,149155.905438925,80,1,1,0,1,1,0,0,6
"35302",501891010,9,1.202078,70475.4132888494,54.000001,1,0,1,0,0,0,0,7
"39585",526071010,12,1.0932473,139953.138368189,59.000001,1,0,1,1,1,1,0,7
"17378",81925010,9,2956904.5,73346.2503948225,70,1,0,1,0,1,0,0,9
"30895",500200020,11,1.1272551,54753.0451037442,55.999999,1,1,0,0,1,0,0,8
"6212",35171020,8,166892.02,217165.072867151,68.000002,1,0,1,1,1,0,0,9
"12000",52233040,15,1,25992.0112425499,60,1,1,0,0,1,0,0,1
"28971",211895010,9,128622.34,44428.7912619643,83.999996,1,1,0,0,1,0,0,5
"31756",500518010,8,1283.7847,92206.5582003237,58.000002,1,1,0,0,0,0,0,6
"1915",16484030,8,1168244.1,264315.957318258,79.000001,0,0,1,1,1,0,0,7
"16320",77960010,12,1.0932473,27331.1708499196,75,1,1,0,0,1,1,0,6
"37773",521142010,13,1.0783433,87561.4783676465,59.000001,1,1,0,1,1,0,0,7
"39478",525788010,14,1546.0203,154610.256927539,60.999999,1,0,1,0,1,1,0,8
"17497",82397030,11,90180.406,122032.166342634,66.999998,1,0,0,1,1,0,0,7
"34957",501750010,13,1.0783433,73327.3667486157,64.000001,0,0,1,1,1,1,0,4
"24848",187522020,10,231445.8,435355.487945971,56.999998,1,0,1,1,1,0,1,8
"26358",204548010,9,2604782.8,387434.445638316,93.999996,0,1,0,1,0,0,0,6
"21081",134295010,9,1.202078,102181.394516901,64.000001,0,0,0,1,1,0,0,9
"7889",40280010,8,134797.39,263740.601426435,64.000001,0,1,0,1,1,0,0,9
"4669",24697020,13,98129.234,117916.552096518,80,1,1,0,0,1,0,0,7
"13214",56747020,12,1.0932473,22695.8152621957,75.999999,1,0,0,0,1,0,0,7
"36994",502591011,10,1.1869016,69096.6763512158,51.999998,1,1,0,1,1,0,0,8
"11148",50180020,10,119877.05,128128.374215328,69.000001,0,1,0,1,1,0,0,7
"26026",203389010,8,139290.64,121384.380896892,86.999998,0,0,0,1,1,0,0,10
"26298",204387020,8,1.2837847,214772.00571415,65,1,1,0,0,1,1,0,5
"32640",500857020,9,10818.702,280132.332728342,55,0,1,0,1,1,1,0,6
"19474",112193020,10,1.1869016,21364.2209833552,58.000002,1,1,0,0,1,0,0,4
"20605",123933020,9,12621.819,48948.6350951424,60.999999,1,1,0,1,1,0,0,5
"26742",205458010,8,1240.136,55705.9974280475,88.999996,1,0,0,1,1,0,0,5
"15605",75871020,9,120207.8,79164.0690708418,66.999998,1,1,0,1,1,0,0,6
"2534",18276010,11,214043.19,261306.848552887,75,0,1,0,1,1,0,0,8
"31070",500266010,12,1.0932473,1,60.999999,1,0,0,1,1,0,0,3
"19576",113553010,8,13094.604,70710.8410851816,60.999999,0,1,0,0,1,0,0,6
"11046",49724030,9,737474.88,238551.028849402,78.000002,0,1,0,1,1,0,0,8
"3941",22377010,9,58901.82,108177.420307448,69.000001,0,1,0,1,1,0,0,6
"20955",132849020,12,163987.09,221500.651333595,61.999998,1,0,1,1,1,1,0,6
"20486",122483010,14,1.0306802,82853.5653095689,74.000001,0,1,0,1,1,0,0,3
"9475",45277010,11,1.1272551,17017.0492227433,80,1,1,0,0,1,0,0,5
"40581",528763020,13,278212.56,310355.729752321,55,1,0,1,1,1,1,0,7
"21278",137015010,14,44319.246,171208.31175874,70.999999,1,0,1,1,1,0,0,8
"769",13140010,14,1.0306802,38761.8296282133,86.000004,1,1,0,1,1,0,0,5
"43407",905398020,13,75484.023,23033.4221303503,75,1,1,0,0,1,0,0,7
"42123",535877020,15,5000,89440.002691475,73.000002,0,1,0,1,1,0,1,8
"22590",149417010,12,1093.2473,176668.82321699,70,0,1,0,1,1,0,0,6
"24967",200235010,9,1.202078,129824.417126473,83.999996,1,1,0,0,1,0,0,1
"9957",46777040,10,11869.016,217867.67078167,60,1,1,0,1,1,1,0,6
"13226",56835010,10,10444.733,26349.2080029592,78.000002,1,0,1,0,1,0,0,9
"42204",536353020,10,1.1869016,44181.2341996045,65,0,0,1,1,1,0,0,5
"24734",186063020,8,233648.81,65575.7015178522,56.999998,1,1,0,1,1,1,0,5
"35376",501917010,8,1.2837847,154998.974902713,55.999999,1,1,0,1,1,0,0,7
"13711",59605010,11,1.1272551,21643.3048089405,75,1,0,0,0,1,0,0,9
"36431",502365020,9,1.202078,582755.611228849,55,0,1,0,1,1,0,0,6
"33093",501043020,8,1.2837847,147825.894824235,51.999998,1,1,0,1,1,0,0,9
"24217",180189010,12,458.07062,37231.6240443215,69.000001,1,0,0,0,1,0,0,7
"39222",525053020,14,1.0306802,26643.079877893,55.999999,1,0,0,0,1,0,1,6
"40991",530044010,12,1.0932473,132314.165804669,55,0,0,1,1,1,1,0,7
"24493",183869010,15,7000,93783.9997641017,74.000001,0,1,0,1,1,0,0,8
"13264",57099010,11,123434.43,151142.398359101,78.000002,1,0,1,1,1,0,0,7
"29067",212000020,10,134713.33,91272.7009023652,80,1,1,0,1,1,0,0,9
"17058",80712020,13,5391.7163,80254.5882053898,79.000001,1,1,0,1,1,0,0,4
"29471",212504010,11,31563.143,69341.9792695973,83.999996,0,0,1,0,1,0,0,4
"26387",204639020,10,29672.539,74091.1108303955,90,1,1,0,1,1,0,0,3
"1090",14115021,14,42257.887,79158.3315265722,75.999999,1,0,1,1,1,0,0,8
"18404",85196011,11,56362.754,71513.0473798167,86.000004,0,1,0,1,1,0,0,7
"10138",47404030,8,1.2837847,131105.195946972,76.999998,0,0,1,1,1,0,0,8
"11528",50834020,9,1202.078,70682.1869694567,73.000002,0,1,0,1,1,0,1,9
"18255",84585010,10,2.3738031,43184.2088359896,70.999999,1,1,0,0,1,0,0,7
"38228",522502010,11,944639.75,595190.936717071,53.000002,1,0,1,1,1,1,0,9
"6837",37160010,10,17803.523,92321.9131170794,75.999999,0,1,0,0,1,1,0,4
"38359",522787010,14,347236.16,123722.886884967,60.999999,0,1,0,1,1,0,0,6
"34460",501580010,14,1.0306802,71941.4631208959,70,0,1,0,0,1,1,0,4
"41726",534169020,14,1.0306802,84515.7497793863,60.999999,1,0,1,1,1,1,0,7
"45316",917934020,12,1.0932473,49930.7714297728,55,1,1,0,1,1,1,0,8
"7614",39513040,11,22545.102,48517.0685662411,64.000001,1,1,0,1,1,0,0,5
"43010",903163010,10,32.046341,1,53.000002,1,1,0,0,1,1,0,6
"18144",84399011,12,10932.474,72252.4506223467,81.999998,0,0,0,1,1,0,0,7
"16723",79226020,9,1.202078,149568.13441545,71.999998,0,1,0,1,1,0,0,7
"19030",87246030,14,6184.0811,38135.161943705,74.000001,1,1,0,0,1,0,0,8
"32596",500837020,11,5072.6479,240632.812387367,63.000002,0,1,0,1,1,0,0,6
"42405",537291010,12,657041.63,184540.226651441,63.000002,1,0,1,0,1,0,0,8
"36067",502198020,11,15781.571,157067.181692403,60.999999,1,1,0,1,1,1,0,5
"35286",501884010,10,1.1869016,63506.3456309454,60.999999,1,1,0,0,1,0,0,5
"32151",500665010,14,1.0306802,63819.688839885,68.000002,1,1,0,0,0,0,0,6
"33096",501045010,12,57619.602,285779.520021726,56.999998,1,1,0,0,1,1,0,6
"13431",57894010,12,2733.1184,97144.9233837926,76.999998,0,0,0,0,1,0,0,8
"21477",139152010,8,1367230.8,1618932.3561961,59.000001,1,0,1,1,1,0,0,9
"25475",201822010,11,1.1272551,26783.5786794682,88.999996,0,0,0,0,1,0,0,7
"29933",212974010,10,1.1869016,34182.7690403958,80,1,0,0,0,1,0,0,4
"2717",18918041,9,1.202078,112995.3867945,60,0,1,0,1,1,1,0,5
"23925",176075021,10,344201.44,150546.545516435,63.000002,0,1,0,0,1,0,0,7
"9084",44202020,10,3085.9441,80215.5639591785,74.000001,1,1,0,0,1,1,0,5
"31443",500407010,10,51036.766,220763.5983581,58.000002,0,1,0,1,1,1,0,6
"16123",77502040,11,608.71771,51682.4140319834,65.999999,1,1,0,0,1,1,0,7
"30706",500109010,9,12020.78,197285.016620182,58.000002,1,0,1,1,1,0,0,6
"401",11999010,8,80878.438,97963.0660853285,69.000001,0,1,0,1,1,0,0,9
"36471",502382020,11,45090.203,73073.1916113771,61.999998,0,1,0,1,1,0,0,6
"34590",501632010,8,1.2837847,188192.519273459,50,1,1,0,1,1,0,1,7
"20439",122196010,8,50709.496,151517.339993276,59.000001,0,1,0,1,1,1,0,8
"22615",149558010,9,841.45459,2884.98822172822,60.999999,1,1,0,0,0,1,0,7
"16108",77470040,12,10932.474,128675.250767656,69.000001,0,1,0,1,1,0,0,8
"35482",501951020,11,1.1272551,225450.999264401,56.999998,0,1,0,1,1,0,1,6
"12160",52612010,11,1.1272551,22941.8948139403,80,1,1,0,0,1,0,0,5
"7450",39111010,14,19582.922,61222.3926950794,81.999998,1,1,0,0,1,0,0,5
"22370",147331010,9,282488.34,426256.759243543,63.000002,0,1,0,1,1,1,0,7
"43825",907834010,11,1.1272551,23455.9297263335,55.999999,1,1,0,0,1,0,0,9
"29986",213043010,9,3245.6106,29773.0582096446,81.999998,1,1,0,0,1,0,0,5
"13378",57605010,8,1.2837847,118929.818024974,65.999999,0,0,1,1,1,0,0,9
"23484",161008010,8,1.2837847,23108.1188594453,63.000002,0,0,0,1,1,0,0,6
"41598",533535010,14,3092.0405,128435.077910668,68.000002,0,0,1,0,1,0,0,8
"31814",500545020,12,109324.73,425080.724734699,60.999999,0,0,1,1,1,1,0,6
"45199",917051010,13,183.31834,19487.8096531865,65,1,0,0,0,1,0,0,2
"10859",49229010,14,36073.805,44525.3739391236,79.000001,1,0,0,0,1,0,1,5
"23628",172013020,9,491649.91,160924.619096646,60.999999,1,1,0,1,1,1,0,5
"16669",78989040,11,11272.551,71440.9280040515,66.999998,1,1,0,1,1,0,0,8
"35106",501818010,15,1,94903.9759689829,71.999998,0,1,0,1,1,1,0,8
"44964",915711010,13,1.0783433,67161.1372338716,65,1,0,1,0,0,1,0,4
"36388",502345010,12,109324.73,167398.014748079,64.000001,0,0,1,0,0,0,0,7
"44772",914385010,10,1186.9015,90204.5241580152,55.999999,1,0,0,1,1,1,0,5
"28187",210921020,11,67635.305,71720.471492484,86.000004,0,1,0,1,1,0,0,6
"24850",187522020,14,87607.813,288920.240572064,65.999999,1,0,1,1,1,0,0,7
"14144",61050021,13,215.66864,21066.503950449,73.000002,1,0,0,0,1,0,0,4
"33954",501387010,14,1.0306802,112550.24397526,59.000001,1,1,0,1,1,1,0,8
"4006",22545010,10,11869.016,82864.7072184011,79.000001,1,1,0,1,1,0,0,8
"36761",502502010,10,135306.78,549297.974436034,60.999999,1,1,0,1,1,0,1,7
"3093",20315030,8,314527.25,151496.822638774,76.999998,0,0,1,1,1,0,0,6
"23881",175469010,10,59345.078,391743.907980608,65.999999,0,0,1,1,1,0,1,6
"25151",200687020,8,509662.53,91302.7361717316,85,1,1,0,1,1,0,0,6
"27696",210019010,8,234932.61,41322.4756166449,81.000004,0,1,0,0,0,0,0,6
"13141",56461010,9,1.202078,34725.6391643383,66.999998,0,1,0,1,1,0,0,6
"12299",53087010,10,17803.523,133360.312436816,76.999998,1,1,0,1,1,0,0,7
"34143",501463010,14,4501303.5,177376.016525451,65.999999,0,0,1,1,1,0,0,8
"27136",206367020,8,1.2837847,28469.2104001258,80,1,0,0,1,1,0,0,1
"34397",501555010,8,1.2837847,419592.235377374,50,1,0,1,1,1,1,0,7
"42374",537105010,13,1.0783433,204885.289048596,58.000002,0,0,0,0,0,1,0,6
"43943",908649010,11,1.1272551,27054.131721657,59.000001,1,0,0,0,1,0,1,6
"13211",56747010,10,1.1869016,46972.8107561658,74.000001,0,0,0,1,1,1,0,8
"12893",55250010,11,1.1272551,35030.586542146,75.999999,0,0,0,1,1,0,0,7
"42664",900668010,11,22545.102,51853.7273572707,60.999999,1,0,1,1,1,1,0,7
"28387",211211020,10,55784.371,51160.2002929459,85,1,1,0,0,1,0,0,7
"37097",502630010,15,45000,58237.7521260074,71.999998,1,1,0,1,1,0,0,9
"23634",172018010,15,15000,206407.957016141,73.000002,0,1,0,0,1,0,0,3
"17013",80353040,15,1,26520.0051952143,76.999998,1,0,0,1,1,0,0,4
"18723",86257010,10,356.07047,19939.9447038627,70,0,0,0,0,1,0,0,2
"642",12573010,13,366636.69,81954.074232351,80,1,1,0,0,1,0,0,7
"428",12045011,9,1.202078,28849.8831397698,76.999998,1,1,0,0,1,0,0,8
"7282",38705010,13,67719.953,132593.0749975,75,0,1,0,1,1,0,1,8
"14048",60747020,14,1.0306802,36782.9158289141,81.999998,1,1,0,0,1,0,0,5
"3631",21675020,15,3200,98164.0419839357,86.000004,1,1,0,0,1,0,0,6
"900",13656040,10,1.1869016,17803.517634469,64.000001,1,1,0,0,1,0,0,4
"29235",212252010,10,380995.41,74717.8048292515,83.000002,1,1,0,0,1,0,0,6
"3753",22034010,8,42364.895,60712.7703685903,65,0,1,0,1,1,1,0,5
"48",10281020,11,1.1272551,41889.2336173654,76.999998,0,0,0,1,1,0,0,6
"11315",50385020,9,40870.652,120332.757905535,70.999999,0,1,0,1,1,0,0,6
"7059",37942020,11,63126.285,133016.093392138,71.999998,1,1,0,1,1,0,0,8
"36803",502514020,13,117539.41,67004.7177817354,66.999998,0,0,1,1,1,0,0,4
"14969",73108011,11,124223.51,100589.448234571,70,1,1,0,0,1,0,0,6
"15501",75573040,9,25243.639,299615.492946917,53.000002,1,0,1,1,1,0,1,8
"14100",60894010,13,26958.58,100435.694826809,75,0,0,1,1,1,0,0,6
"19552",113097020,9,1.202078,221182.331143872,58.000002,1,1,0,1,1,1,0,7
"15554",75755010,12,7980.7056,95689.7387181699,81.999998,0,0,0,1,1,0,0,4
"9425",45175010,11,1.1272551,38245.5179403185,75,1,1,0,0,1,0,0,8
"23603",171707020,13,1.0783433,75484.0082606361,68.000002,0,1,0,1,1,0,0,6
"35157",501834010,10,2967.2539,740655.038144144,60,1,1,0,1,1,0,1,6
"23045",154006010,9,240.4156,20310.3173009234,64.000001,1,0,0,0,1,0,0,3
"29677",212705010,8,115540.63,67619.4978025428,60,0,1,0,0,1,1,0,9
"44689",913838010,13,1.0783433,45575.0904769912,60,1,1,0,0,1,1,0,3
"5075",31300010,14,1.0306802,57289.3301279872,83.000002,0,1,0,1,1,0,0,8
"20764",125296010,8,10270.277,48740.1824912313,60,0,0,1,1,1,0,0,8
"15442",75409040,9,1.202078,76625.2677140198,80,0,1,0,1,1,0,0,7
"24238",180361010,12,1.0932473,145183.207555874,68.000002,0,0,0,0,1,0,0,5
"37594",520521010,15,1,93999.9758829268,65,1,1,0,1,1,0,0,6
"6147",34884020,14,366922.13,72559.8691973287,78.000002,1,1,0,1,1,0,0,7
"38212",522428010,10,1.1869016,158902.424196209,51.999998,1,1,0,0,1,1,0,3
"30876",500180010,11,1127.2551,43313.6367634443,64.000001,1,1,0,0,1,0,0,5
"18759",86424020,9,203151.19,347881.384600966,69.000001,1,0,1,1,1,1,0,6
"23716",173156020,11,318675,291650.115224089,60,1,0,1,1,1,0,0,7
"28288",211090010,11,870240.94,71404.8274978392,83.000002,1,1,0,0,1,0,0,7
"30021",213087020,9,426737.69,168180.332657466,79.000001,0,0,1,1,1,0,0,8
"33929",501377010,12,94019.273,15983.2791377049,61.999998,1,1,0,0,1,1,0,4
"35680",502031010,8,4493.2466,122277.973141745,55.999999,1,1,0,0,1,1,0,4
"41530",533304010,10,4747.606,42728.4624226071,55.999999,0,0,0,1,1,0,0,3
"4386",23701030,10,1.1869016,127824.597165957,66.999998,0,0,0,1,1,1,0,5
"32308",500721020,10,11869.016,39879.9084999006,61.999998,1,0,1,1,1,0,0,6
"14174",61086020,9,838638.06,40216.7310575757,75.999999,1,0,0,0,0,0,0,5
"44326",911289010,13,26527.244,58322.3451535575,64.000001,0,1,0,0,0,0,0,7
"42991",903038011,14,11337.481,294898.098576852,50.999999,1,0,1,1,1,1,0,7
"21",10038040,14,20613.604,98945.2748475711,75,1,0,1,1,1,0,0,8
"1572",15676010,9,1.202078,46159.7898886172,66.999998,0,1,0,1,1,0,0,5
"18300",84754040,9,21637.404,20973.8496270504,65.999999,1,1,0,0,1,0,0,8
"24179",179499020,12,1.0932473,30610.9189559312,56.999998,0,0,0,0,0,0,1,5
"5108",31408010,10,510367.66,587088.778141376,75.999999,0,0,1,1,1,0,0,8
"27753",210112020,11,1.1272551,48697.4375663511,85,0,0,0,1,1,0,0,7
"26388",204649020,8,1.2837847,30810.83934394,78.000002,1,0,0,0,1,0,0,6
"28681",211515010,9,84175.516,71326.4909104137,83.000002,0,1,0,1,1,0,0,5
"19180",87771011,14,1.0306802,93585.7436027137,56.999998,1,0,1,1,1,0,1,7
"13250",57026020,10,1.1869016,88882.2881852042,73.000002,0,0,0,1,1,0,0,7
"37122",502637020,9,15627.014,386588.139276193,51.999998,1,1,0,1,1,1,0,6
"30914",500206010,12,1.0932473,172847.243509574,64.000001,0,1,0,0,1,0,1,7
"2099",16904010,9,282488.34,183956.333331351,68.000002,1,0,1,1,1,1,0,7
"7647",39583010,11,1.1272551,15883.022615885,70.999999,1,1,0,1,1,0,0,3
"42563",900182010,13,1.0783433,11922.1605072623,58.000002,0,1,0,0,1,0,1,4
"3901",22314010,9,1.202078,229392.592678633,66.999998,0,0,0,1,1,0,1,7
"16678",79021010,11,1127.2551,53945.9364946673,78.000002,1,1,0,0,1,0,0,8
"25088",200564010,10,1.1869016,22603.3444097306,88.000002,1,0,0,0,1,0,0,3
"42597",900382010,15,1300,89599.9915047886,63.000002,1,1,0,0,1,0,0,8
"2457",18075010,11,1.1272551,100497.01462149,78.000002,0,1,0,1,1,0,0,5
"30067",213130010,11,22545.102,68356.7695807988,81.000004,0,1,0,1,0,0,1,6
"18761",86424020,13,1.0783433,81876.9690784047,76.999998,1,0,1,1,1,0,0,6
"14001",60637011,12,233954.92,114003.867887599,65.999999,1,0,0,1,1,1,0,6
"3551",21416041,14,8245.4414,84787.8912753069,66.999998,0,1,0,1,1,0,1,6
"997",13899041,8,231081.25,170486.683148849,65.999999,0,1,0,0,1,0,0,7
"8656",42776020,9,112995.34,358524.061117124,66.999998,1,1,0,1,1,0,1,7
"22091",145073010,9,28609.457,243992.770593704,65,0,1,0,1,1,0,0,7
"25914",203105010,9,7212.4678,26051.4213012342,85,1,0,0,0,1,0,0,7
"28363",211193010,11,10145.296,59717.4921112422,85,0,0,0,1,1,0,1,5
"16778",79450010,11,1.1272551,56671.8061349641,73.000002,0,0,0,1,1,0,0,5
"3525",21402030,13,1.0783433,69876.6382896984,86.999998,0,1,0,0,1,0,0,6
"9289",44817020,10,166166.22,138895.271648478,70.999999,0,1,0,1,1,0,0,9
"15531",75664010,12,381543.31,68242.7169773717,80,1,0,0,0,1,0,0,9
"6412",35862010,12,109324.73,28861.7438493808,74.000001,0,0,0,0,0,0,0,6
"4241",23201010,10,59345.078,73849.147142318,78.000002,1,1,0,1,1,0,0,7
"11850",51695020,14,1.0306802,56670.9413984259,79.000001,0,1,0,1,1,0,0,7
"44286",911064010,14,1.0306802,99778.1041094387,60,0,1,0,1,1,1,0,5
"33482",501191010,9,2404.156,74615.4082806004,55.999999,1,1,0,0,0,0,0,8
"14786",72133010,13,24801.895,51769.0859770729,75,0,1,0,0,1,0,0,7
"24800",186920010,11,428356.94,1685291.44936125,64.000001,0,0,1,0,1,1,0,8
"36455",502373010,8,255216.41,113894.762678435,56.999998,1,0,1,0,1,1,0,7
"40453",528362010,13,2156.6865,222406.179778552,55.999999,1,0,1,1,1,1,0,6
"2926",19704010,13,32350.297,234259.859046364,76.999998,1,0,0,1,1,0,0,7
"25993",203303010,10,1.1869016,78193.0698830526,86.000004,0,1,0,0,1,0,0,8
"3176",20540020,12,1.0932473,51714.9544777706,81.000004,1,1,0,0,1,0,0,8
"755",12979020,12,43729.895,224262.574760325,78.000002,1,1,0,1,1,0,0,7
"36327",502312020,11,1.1272551,210261.110983935,61.999998,1,1,0,1,1,1,0,5
"29298",212299020,12,6559.4839,17185.8482007163,85,0,1,0,1,1,0,0,6
